grid_id,lat,lon,total_viol,avg_cis,max_cis,weeks_active,months_active,peak_hour,top_vehicle,near_junction,police_station,persistence,hotspot_score,hotspot_rank,tier
12.966000000000001_77.604,12.966000000000001,77.604,1,1.4167,1.4167,1,1,8,SCOOTER,1,Ashok Nagar,0.0417,0.0589,4689,Low
12.984_77.729,12.984,77.729,1,1.4167,1.4167,1,1,11,LGV,0,Whitefield,0.0417,0.0589,4690,Low
12.945_77.596,12.945,77.596,1,1.4167,1.4167,1,1,8,SCOOTER,1,Wilson Garden,0.0417,0.0589,4691,Low
12.82_77.68900000000001,12.82,77.68900000000001,1,1.4167,1.4167,1,1,7,CAR,0,Electronic City,0.0417,0.0589,4692,Low
12.966000000000001_77.509,12.966000000000001,77.509,6,0.7555499999999999,1.0,3,1,3,PRIVATE BUS,0,Jnanabharathi,0.125,0.0589,4693,Low
13.07_77.623,13.07,77.623,1,1.4167,1.4167,1,1,7,CAR,0,Hennuru,0.0417,0.0589,4694,Low
12.962_77.583,12.962,77.583,1,1.4167,1.4167,1,1,8,SCOOTER,1,Halasuru Gate,0.0417,0.0589,4695,Low
12.924_77.58,12.924,77.58,1,1.4167,1.4167,1,1,10,SCOOTER,1,Jayanagara,0.0417,0.0589,4696,Low
13.104000000000001_77.58500000000001,13.104000000000001,77.58500000000001,1,1.4167,1.4167,1,1,13,CAR,0,Yelahanka,0.0417,0.0589,4697,Low
12.862_77.59,12.862,77.59,1,1.4167,1.4167,1,1,13,LGV,0,Thalagattapura,0.0417,0.0589,4698,Low
13.1_77.632,13.1,77.632,1,1.4167,1.4167,1,1,11,HGV,0,Hennuru,0.0417,0.0589,4699,Low
12.913_77.56700000000001,12.913,77.56700000000001,1,1.4167,1.4167,1,1,8,SCOOTER,1,K.S. Layout,0.0417,0.0589,4700,Low
12.918000000000001_77.595,12.918000000000001,77.595,1,1.4167,1.4167,1,1,3,CAR,1,Jayanagara,0.0417,0.0589,4701,Low
12.971_77.59100000000001,12.971,77.59100000000001,1,1.4167,1.4167,1,1,9,SCOOTER,1,Cubbon Park,0.0417,0.0589,4702,Low
12.949_77.489,12.949,77.489,1,1.4167,1.4167,1,1,11,LGV,0,Jnanabharathi,0.0417,0.0589,4703,Low
12.973_77.751,12.973,77.751,1,1.4167,1.4167,1,1,7,CAR,0,Whitefield,0.0417,0.0589,4704,Low
12.94_77.523,12.94,77.523,1,1.4167,1.4167,1,1,12,LGV,0,Byatarayanapura,0.0417,0.0589,4705,Low
13.042_77.59400000000001,13.042,77.59400000000001,4,1.083325,1.6667,2,2,7,CAR,0,Hebbala,0.0833,0.0588,4706,Low
12.997_77.616,12.997,77.616,7,1.3988142857142858,2.5,1,1,10,CAR,0,Pulikeshinagar(F.Town),0.0417,0.0588,4707,Low
13.008000000000001_77.593,13.008000000000001,77.593,4,1.40625,1.875,1,1,8,CAR,0,R.T. Nagar,0.0417,0.0588,4708,Low
12.951_77.59700000000001,12.951,77.59700000000001,7,0.4232142857142857,0.75,4,3,3,SCOOTER,0,Wilson Garden,0.1667,0.0587,4709,Low
12.936_77.519,12.936,77.519,6,1.0746333333333333,1.6667,2,2,10,PASSENGER AUTO,0,Byatarayanapura,0.0833,0.0587,4710,Low
13.052_77.59400000000001,13.052,77.59400000000001,6,1.0763833333333332,1.25,2,1,8,CAR,0,Hebbala,0.0833,0.0587,4711,Low
13.002_77.599,13.002,77.599,3,1.0833333333333333,1.6667,2,2,11,CAR,0,R.T. Nagar,0.0833,0.0587,4712,Low
13.196_77.705,13.196,77.705,6,0.75,1.25,3,2,4,CAR,0,Devanahalli Airport,0.125,0.0587,4713,Low
13.025_77.52,13.025,77.52,17,0.7242647058823529,1.25,3,3,2,OTHERS,0,Peenya,0.125,0.0587,4714,Low
12.905000000000001_77.70100000000001,12.905000000000001,77.70100000000001,3,1.0833333333333333,2.25,2,2,4,CAR,0,Bellandur,0.0833,0.0587,4715,Low
12.936_77.584,12.936,77.584,12,1.0611,1.3333,2,2,6,SCOOTER,1,Jayanagara,0.0833,0.0587,4716,Low
12.93_77.629,12.93,77.629,6,0.75,1.5,3,3,3,PASSENGER AUTO,0,Adugodi,0.125,0.0587,4717,Low
13.041_77.624,13.041,77.624,4,0.752075,1.0,3,3,5,BUS (BMTC/KSRTC),0,Hennuru,0.125,0.0586,4718,Low
12.86_77.648,12.86,77.648,5,0.75,1.7,3,1,6,SCOOTER,0,Electronic City,0.125,0.0586,4719,Low
13.044_77.748,13.044,77.748,2,1.08335,1.6667,2,2,4,CAR,0,K.R. Pura,0.0833,0.0586,4720,Low
13.057_77.577,13.057,77.577,2,1.08335,1.6667,2,2,3,LGV,0,Kodigehalli,0.0833,0.0586,4721,Low
12.92_77.644,12.92,77.644,2,1.08335,1.6667,2,2,3,HGV,0,HSR Layout,0.0833,0.0586,4722,Low
13.059000000000001_77.652,13.059000000000001,77.652,2,1.08335,1.6667,2,2,2,CAR,0,Hennuru,0.0833,0.0586,4723,Low
13.199_77.706,13.199,77.706,3,0.7527666666666667,1.0,3,2,3,CAR,0,Devanahalli Airport,0.125,0.0585,4724,Low
12.991_77.604,12.991,77.604,6,1.0694333333333332,2.25,2,2,12,CAR,0,Shivajinagar,0.0833,0.0585,4725,Low
12.911_77.69800000000001,12.911,77.69800000000001,4,0.75,1.0,3,3,3,CAR,0,Bellandur,0.125,0.0585,4726,Low
12.999_77.575,12.999,77.575,4,1.075,1.8,2,2,7,CAR,0,Sadashivanagar,0.0833,0.0585,4727,Low
12.806000000000001_77.699,12.806000000000001,77.699,12,1.0555333333333332,2.0,2,2,5,CAR,0,Electronic City,0.0833,0.0585,4728,Low
12.909_77.644,12.909,77.644,10,0.7333200000000001,1.0625,3,2,11,CAR,0,HSR Layout,0.125,0.0584,4729,Low
12.903_77.626,12.903,77.626,8,0.7395499999999999,1.5937,3,3,10,SCOOTER,0,Madiwala,0.125,0.0584,4730,Low
12.905000000000001_77.70400000000001,12.905000000000001,77.70400000000001,3,0.7499666666666668,0.8333,3,3,11,CAR,0,Bellandur,0.125,0.0584,4731,Low
13.027000000000001_77.661,13.027000000000001,77.661,5,0.41974,0.5903,4,4,11,SCOOTER,0,Hennuru,0.1667,0.0584,4732,Low
12.894_77.56700000000001,12.894,77.56700000000001,3,0.7499666666666668,0.8333,3,2,11,CAR,0,K.S. Layout,0.125,0.0584,4733,Low
13.05_77.554,13.05,77.554,3,0.75,1.25,3,3,2,CAR,0,Jalahalli,0.125,0.0584,4734,Low
13.005_77.615,13.005,77.615,10,0.7333000000000001,0.8333,3,3,11,CAR,0,Pulikeshinagar(F.Town),0.125,0.0584,4735,Low
12.883000000000001_77.61,12.883000000000001,77.61,8,0.41355,0.8333,4,2,12,SCOOTER,0,Hulimavu,0.1667,0.0584,4736,Low
12.926_77.59700000000001,12.926,77.59700000000001,2,1.4,1.6667,1,2,1,CAR,1,Jayanagara,0.0417,0.0583,4737,Low
13.006_77.56700000000001,13.006,77.56700000000001,5,1.0666600000000002,1.5,2,1,6,CAR,0,Malleshwaram,0.0833,0.0583,4738,Low
13.1_77.58800000000001,13.1,77.58800000000001,7,0.41072857142857144,0.625,4,3,11,SCOOTER,0,Yelahanka,0.1667,0.0582,4739,Low
12.975_77.655,12.975,77.655,5,1.38836,1.4167,1,1,7,CAR,0,Jeevanbheemanagar,0.0417,0.0582,4740,Low
12.916_77.69800000000001,12.916,77.69800000000001,5,0.74168,1.25,3,1,12,PASSENGER AUTO,0,Bellandur,0.125,0.0582,4741,Low
12.877_77.544,12.877,77.544,3,1.0694333333333332,1.875,2,2,8,CAR,0,Thalagattapura,0.0833,0.0582,4742,Low
12.984_77.53,12.984,77.53,4,0.4177,0.7083,4,4,3,BUS (BMTC/KSRTC),0,Kamakshipalya,0.1667,0.0582,4743,Low
12.906_77.547,12.906,77.547,2,1.3958,2.0833,1,1,4,CAR,0,K.S. Layout,0.0417,0.0582,4744,Low
12.988_77.521,12.988,77.521,10,0.4039400000000001,0.5312,4,3,10,SCOOTER,0,Kamakshipalya,0.1667,0.0582,4745,Low
12.975_77.654,12.975,77.654,5,1.38836,1.4167,1,1,7,CAR,0,Jeevanbheemanagar,0.0417,0.0582,4746,Low
13.057_77.651,13.057,77.651,4,0.41875,0.5,4,2,3,CAR,0,Hennuru,0.1667,0.0582,4747,Low
13.029_77.538,13.029,77.538,6,0.7361,0.8333,3,3,1,PASSENGER AUTO,0,Yeshwanthpura,0.125,0.0581,4748,Low
12.939_77.533,12.939,77.533,3,0.7430666666666667,1.0625,3,2,4,MOTOR CYCLE,0,Byatarayanapura,0.125,0.0581,4749,Low
13.039_77.519,13.039,77.519,13,0.7181384615384616,1.9125,3,1,3,BUS (BMTC/KSRTC),0,Peenya,0.125,0.0581,4750,Low
13.002_77.549,13.002,77.549,2,1.06665,1.3333,2,2,3,CAR,1,Rajajinagar,0.0833,0.058,4751,Low
13.036_77.515,13.036,77.515,6,0.7333333333333333,1.7,3,3,6,CAR,0,Peenya,0.125,0.058,4752,Low
13.062_77.742,13.062,77.742,3,1.3889000000000002,1.6667,1,1,3,HGV,0,K.R. Pura,0.0417,0.058,4753,Low
12.989_77.547,12.989,77.547,10,1.37334,2.6667,1,1,1,SCOOTER,1,Vijayanagara,0.0417,0.058,4754,Low
13.056000000000001_77.648,13.056000000000001,77.648,4,1.0625,1.25,2,1,10,CAR,0,Hennuru,0.0833,0.058,4755,Low
13.037_77.625,13.037,77.625,12,0.7151333333333333,1.4167,3,2,3,TEMPO,0,K.G. Halli,0.125,0.0579,4756,Low
12.923_77.665,12.923,77.665,2,1.3875,1.875,1,1,3,MAXI-CAB,0,Bellandur,0.0417,0.0579,4757,Low
12.823_77.685,12.823,77.685,4,1.060775,1.1806,2,2,7,CAR,0,Electronic City,0.0833,0.0579,4758,Low
12.981_77.613,12.981,77.613,3,1.0625,1.0625,2,1,10,CAR,0,Shivajinagar,0.0833,0.0579,4759,Low
12.949_77.522,12.949,77.522,2,1.3889,1.3889,1,1,14,CAR,0,Byatarayanapura,0.0417,0.0579,4760,Low
12.951_77.623,12.951,77.623,2,1.38885,2.0833,1,1,13,MOTOR CYCLE,0,Ashok Nagar,0.0417,0.0579,4761,Low
12.886000000000001_77.56,12.886000000000001,77.56,5,0.7333200000000001,1.0625,3,2,11,CAR,0,Thalagattapura,0.125,0.0579,4762,Low
12.968_77.648,12.968,77.648,2,1.0625,1.0625,2,2,9,CAR,0,Jeevanbheemanagar,0.0833,0.0578,4763,Low
12.982000000000001_77.639,12.982000000000001,77.639,5,1.0555400000000001,1.3889,2,2,2,CAR,0,Jeevanbheemanagar,0.0833,0.0578,4764,Low
12.889000000000001_77.611,12.889000000000001,77.611,1,1.3889,1.3889,1,1,11,CAR,0,Mico Layout,0.0417,0.0578,4765,Low
13.037_77.51,13.037,77.51,1,1.3889,1.3889,1,1,13,OTHERS,0,Peenya,0.0417,0.0578,4766,Low
12.972_77.641,12.972,77.641,1,1.3889,1.3889,1,1,16,CAR,0,Jeevanbheemanagar,0.0417,0.0578,4767,Low
13.01_77.59100000000001,13.01,77.59100000000001,7,0.7258857142857142,2.0833,3,2,9,SCOOTER,0,R.T. Nagar,0.125,0.0578,4768,Low
12.997_77.601,12.997,77.601,1,1.3889,1.3889,1,1,13,CAR,0,R.T. Nagar,0.0417,0.0578,4769,Low
12.987_77.47500000000001,12.987,77.47500000000001,4,0.7326,0.8333,3,2,11,CAR,0,Kamakshipalya,0.125,0.0578,4770,Low
12.987_77.649,12.987,77.649,1,1.3889,1.3889,1,1,13,CAR,0,Banaswadi,0.0417,0.0578,4771,Low
12.92_77.541,12.92,77.541,1,1.3889,1.3889,1,1,13,CAR,0,Banashankari,0.0417,0.0578,4772,Low
13.046000000000001_77.498,13.046000000000001,77.498,1,1.3889,1.3889,1,1,12,BUS (BMTC/KSRTC),0,Peenya,0.0417,0.0578,4773,Low
12.948_77.523,12.948,77.523,1,1.3889,1.3889,1,1,11,LORRY/GOODS VEHICLE,0,Byatarayanapura,0.0417,0.0578,4774,Low
13.007_77.621,13.007,77.621,20,0.695515,1.0625,3,3,6,CAR,0,Pulikeshinagar(F.Town),0.125,0.0578,4775,Low
13.036_77.558,13.036,77.558,1,1.3889,1.3889,1,1,14,BUS (BMTC/KSRTC),0,Yeshwanthpura,0.0417,0.0578,4776,Low
12.899000000000001_77.622,12.899000000000001,77.622,1,1.3889,1.3889,1,1,11,CAR,0,Madiwala,0.0417,0.0578,4777,Low
12.917_77.492,12.917,77.492,1,1.3889,1.3889,1,1,12,CAR,0,Kengeri,0.0417,0.0578,4778,Low
13.044_77.605,13.044,77.605,1,1.3889,1.3889,1,1,14,CAR,0,Hebbala,0.0417,0.0578,4779,Low
12.915000000000001_77.488,12.915000000000001,77.488,1,1.3889,1.3889,1,1,12,PRIVATE BUS,0,Kengeri,0.0417,0.0578,4780,Low
13.045_77.5,13.045,77.5,1,1.3889,1.3889,1,1,12,BUS (BMTC/KSRTC),0,Peenya,0.0417,0.0578,4781,Low
12.996_77.602,12.996,77.602,4,0.733325,1.25,3,2,4,CAR,0,R.T. Nagar,0.125,0.0578,4782,Low
12.875_77.538,12.875,77.538,1,1.3889,1.3889,1,1,11,CAR,0,Thalagattapura,0.0417,0.0578,4783,Low
12.959_77.516,12.959,77.516,1,1.3889,1.3889,1,1,15,CAR,0,Byatarayanapura,0.0417,0.0578,4784,Low
12.917_77.621,12.917,77.621,1,1.3889,1.3889,1,1,12,CAR,0,Mico Layout,0.0417,0.0578,4785,Low
12.822000000000001_77.687,12.822000000000001,77.687,1,1.3889,1.3889,1,1,12,CAR,0,Electronic City,0.0417,0.0578,4786,Low
12.914_77.486,12.914,77.486,1,1.3889,1.3889,1,1,11,CAR,0,Kengeri,0.0417,0.0578,4787,Low
13.067_77.593,13.067,77.593,11,0.3917090909090909,0.765,4,3,11,MOTOR CYCLE,0,Kodigehalli,0.1667,0.0578,4788,Low
13.081_77.56,13.081,77.56,7,0.7232142857142857,1.25,3,2,9,CAR,0,Yelahanka,0.125,0.0577,4789,Low
12.912_77.642,12.912,77.642,3,0.7319333333333334,1.0625,3,2,2,CAR,0,HSR Layout,0.125,0.0577,4790,Low
13.014000000000001_77.534,13.014000000000001,77.534,4,1.05205,2.0833,2,1,11,VAN,0,Rajajinagar,0.0833,0.0576,4791,Low
13.044_77.571,13.044,77.571,6,0.7222166666666667,1.0,3,1,3,CAR,0,Kodigehalli,0.125,0.0576,4792,Low
12.917_77.59400000000001,12.917,77.59400000000001,8,1.041675,1.6667,2,2,2,CAR,1,Jayanagara,0.0833,0.0576,4793,Low
12.982000000000001_77.625,12.982000000000001,77.625,8,0.7187250000000001,0.8333,3,2,12,CAR,0,Halasur,0.125,0.0576,4794,Low
12.979000000000001_77.645,12.979000000000001,77.645,10,1.0355,1.53,2,1,6,CAR,0,Jeevanbheemanagar,0.0833,0.0575,4795,Low
13.106_77.601,13.106,77.601,3,0.7277666666666667,0.85,3,3,4,LGV,0,Yelahanka,0.125,0.0575,4796,Low
12.971_77.63,12.971,77.63,16,1.34548125,2.7778,1,1,12,CAR,0,Halasur,0.0417,0.0575,4797,Low
12.922_77.667,12.922,77.667,4,0.725,1.0,3,3,1,CAR,0,Bellandur,0.125,0.0575,4798,Low
12.961_77.53,12.961,77.53,5,0.72224,0.9444,3,3,4,SCOOTER,1,Byatarayanapura,0.125,0.0575,4799,Low
12.917_77.572,12.917,77.572,4,1.050325,1.25,2,1,11,PASSENGER AUTO,1,Banashankari,0.0833,0.0575,4800,Low
13.024000000000001_77.563,13.024000000000001,77.563,11,1.0301090909090909,1.6667,2,2,7,CAR,0,Yeshwanthpura,0.0833,0.0574,4801,Low
13.058_77.559,13.058,77.559,7,0.7142571428571429,0.8333,3,2,14,CAR,0,Jalahalli,0.125,0.0574,4802,Low
12.98_77.537,12.98,77.537,4,0.7229,0.85,3,3,11,CAR,0,Vijayanagara,0.125,0.0574,4803,Low
12.917_77.571,12.917,77.571,6,1.04165,1.5937,2,2,11,PASSENGER AUTO,0,K.S. Layout,0.0833,0.0574,4804,Low
12.968_77.652,12.968,77.652,9,0.3828666666666667,0.7083,4,3,6,MOTOR CYCLE,0,Jeevanbheemanagar,0.1667,0.0573,4805,Low
13.015_77.575,13.015,77.575,5,1.0416599999999998,2.0833,2,2,6,CAR,0,Sadashivanagar,0.0833,0.0573,4806,Low
13.003_77.663,13.003,77.663,23,0.349195652173913,1.0625,4,3,4,MOTOR CYCLE,0,Banaswadi,0.1667,0.0573,4807,Low
13.029_77.57300000000001,13.029,77.57300000000001,2,1.05,1.25,2,2,6,CAR,0,Kodigehalli,0.0833,0.0573,4808,Low
12.976_77.619,12.976,77.619,6,0.7156166666666667,1.0625,3,2,4,CAR,0,Halasur,0.125,0.0573,4809,Low
13.02_77.708,13.02,77.708,2,1.05,1.25,2,1,6,CAR,0,K.R. Pura,0.0833,0.0573,4810,Low
13.008000000000001_77.528,13.008000000000001,77.528,2,1.0486,1.3889,2,2,11,CAR,0,Rajajinagar,0.0833,0.0573,4811,Low
13.200000000000001_77.679,13.200000000000001,77.679,5,0.71666,1.25,3,2,4,CAR,0,Devanahalli Airport,0.125,0.0573,4812,Low
12.941_77.624,12.941,77.624,6,0.39030000000000004,0.425,4,4,11,MOTOR CYCLE,0,Adugodi,0.1667,0.0573,4813,Low
12.972_77.649,12.972,77.649,4,1.0416750000000001,2.5,2,1,5,SCOOTER,0,Jeevanbheemanagar,0.0833,0.0572,4814,Low
13.066_77.571,13.066,77.571,7,1.0357142857142858,1.25,2,1,9,CAR,0,Kodigehalli,0.0833,0.0572,4815,Low
12.839_77.678,12.839,77.678,46,0.2932173913043478,0.5,4,3,4,SCOOTER,0,Electronic City,0.1667,0.0572,4816,Low
12.931000000000001_77.604,12.931000000000001,77.604,6,1.3611166666666668,2.6667,1,1,3,CAR,1,Mico Layout,0.0417,0.0572,4817,Low
12.874_77.654,12.874,77.654,13,1.0192307692307692,1.275,2,1,7,CAR,0,Electronic City,0.0833,0.0572,4818,Low
12.91_77.628,12.91,77.628,3,1.0416666666666667,1.4167,2,1,12,LGV,0,HSR Layout,0.0833,0.0571,4819,Low
13.095_77.595,13.095,77.595,12,0.6944416666666666,1.25,3,3,8,SCOOTER,0,Yelahanka,0.125,0.0571,4820,Low
13.057_77.627,13.057,77.627,5,0.7111400000000001,1.25,3,3,11,SCOOTER,0,Hennuru,0.125,0.0571,4821,Low
12.991_77.688,12.991,77.688,26,0.986276923076923,2.55,2,2,6,SCOOTER,0,Mahadevapura,0.0833,0.0571,4822,Low
13.122_77.614,13.122,77.614,4,0.71375,0.9,3,2,3,MAXI-CAB,0,Yelahanka,0.125,0.0571,4823,Low
13.006_77.572,13.006,77.572,3,1.0416666666666667,1.25,2,2,10,CAR,0,Malleshwaram,0.0833,0.0571,4824,Low
13.005_77.562,13.005,77.562,10,1.025,1.25,2,1,6,VAN,0,Malleshwaram,0.0833,0.0571,4825,Low
12.92_77.638,12.92,77.638,4,1.0375,1.5,2,2,3,PASSENGER AUTO,0,Madiwala,0.0833,0.057,4826,Low
13.041_77.57300000000001,13.041,77.57300000000001,2,1.04165,1.25,2,2,10,CAR,0,Kodigehalli,0.0833,0.057,4827,Low
12.902000000000001_77.632,12.902000000000001,77.632,8,0.7031375,1.0625,3,3,3,LGV,0,HSR Layout,0.125,0.057,4828,Low
12.896_77.60000000000001,12.896,77.60000000000001,4,0.7125,1.0,3,2,5,CAR,0,J.P. Nagar,0.125,0.057,4829,Low
12.853_77.58800000000001,12.853,77.58800000000001,2,1.04165,1.25,2,2,8,CAR,0,Thalagattapura,0.0833,0.057,4830,Low
12.945_77.59400000000001,12.945,77.59400000000001,2,1.0417,1.4167,2,2,4,SCOOTER,1,Wilson Garden,0.0833,0.057,4831,Low
12.888_77.56400000000001,12.888,77.56400000000001,2,1.04165,1.25,2,2,11,CAR,0,Thalagattapura,0.0833,0.057,4832,Low
13.012_77.506,13.012,77.506,4,0.708325,1.0,3,2,3,OTHERS,0,Peenya,0.125,0.0569,4833,Low
13.031_77.577,13.031,77.577,7,0.7023714285714285,1.25,3,2,3,CAR,0,Kodigehalli,0.125,0.0569,4834,Low
12.942_77.562,12.942,77.562,10,0.69543,2.0833,3,3,11,CAR,0,Basavanagudi,0.125,0.0569,4835,Low
12.965_77.505,12.965,77.505,3,0.7083333333333334,0.85,3,1,7,CAR,0,Jnanabharathi,0.125,0.0568,4836,Low
12.986_77.595,12.986,77.595,13,1.333307692307692,2.0,1,1,5,CAR,1,Cubbon Park,0.0417,0.0568,4837,Low
12.923_77.676,12.923,77.676,9,0.6944444444444444,1.25,3,3,12,CAR,0,Bellandur,0.125,0.0568,4838,Low
12.891_77.598,12.891,77.598,3,1.0278,1.0417,2,2,10,MOTOR CYCLE,0,J.P. Nagar,0.0833,0.0566,4839,Low
12.986_77.709,12.986,77.709,2,1.03125,1.0625,2,2,7,CAR,0,Mahadevapura,0.0833,0.0566,4840,Low
12.807_77.699,12.807,77.699,3,1.0277666666666667,1.4167,2,1,4,CAR,0,Electronic City,0.0833,0.0566,4841,Low
12.927_77.62,12.927,77.62,2,1.03125,1.0625,2,2,4,LGV,0,Madiwala,0.0833,0.0566,4842,Low
13.098_77.58500000000001,13.098,77.58500000000001,7,0.3696428571428571,0.625,4,3,4,SCOOTER,0,Yelahanka,0.1667,0.0566,4843,Low
12.973_77.606,12.973,77.606,2,1.03125,1.0625,2,2,6,CAR,0,Cubbon Park,0.0833,0.0566,4844,Low
12.998000000000001_77.606,12.998000000000001,77.606,5,0.7,1.25,3,2,5,CAR,0,R.T. Nagar,0.125,0.0566,4845,Low
13.11_77.604,13.11,77.604,8,0.688125,0.9,3,2,4,MAXI-CAB,0,Yelahanka,0.125,0.0565,4846,Low
13.112_77.605,13.112,77.605,4,0.375,0.5,4,3,4,SCOOTER,0,Yelahanka,0.1667,0.0565,4847,Low
13.004_77.717,13.004,77.717,2,1.0271,1.4167,2,2,6,CAR,0,K.R. Pura,0.0833,0.0565,4848,Low
13.015_77.551,13.015,77.551,3,0.6972,0.8333,3,2,11,LORRY/GOODS VEHICLE,0,Rajajinagar,0.125,0.0564,4849,Low
12.993_77.652,12.993,77.652,30,0.6361066666666667,1.25,3,3,7,SCOOTER,0,Banaswadi,0.125,0.0564,4850,Low
12.998000000000001_77.688,12.998000000000001,77.688,10,0.68083,1.25,3,3,3,CAR,0,Mahadevapura,0.125,0.0564,4851,Low
13.078_77.559,13.078,77.559,3,0.6972,0.8333,3,2,2,CAR,0,Yelahanka,0.125,0.0564,4852,Low
12.986_77.479,12.986,77.479,11,0.6761454545454545,1.25,3,3,11,SCOOTER,0,Kamakshipalya,0.125,0.0563,4853,Low
12.986_77.731,12.986,77.731,5,1.01666,1.5,2,1,4,MAXI-CAB,0,Whitefield,0.0833,0.0563,4854,Low
12.986_77.745,12.986,77.745,28,0.9620571428571428,1.6667,2,3,10,SCOOTER,0,Whitefield,0.0833,0.0563,4855,Low
12.951_77.598,12.951,77.598,5,0.36666,0.8333,4,2,3,SCOOTER,0,Wilson Garden,0.1667,0.0563,4856,Low
12.964_77.717,12.964,77.717,7,0.6875,1.0625,3,2,2,CAR,0,HAL Old Airport,0.125,0.0563,4857,Low
13.07_77.53,13.07,77.53,11,0.6749909090909091,1.25,3,2,11,CAR,0,Jalahalli,0.125,0.0562,4858,Low
12.9_77.622,12.9,77.622,3,1.0185000000000002,1.3889,2,2,11,CAR,0,Madiwala,0.0833,0.0562,4859,Low
13.042_77.612,13.042,77.612,3,1.3426,2.7778,1,1,12,CAR,0,K.G. Halli,0.0417,0.0562,4860,Low
12.935_77.513,12.935,77.513,3,0.6944333333333333,1.0,3,3,5,BUS (BMTC/KSRTC),0,Jnanabharathi,0.125,0.0562,4861,Low
12.936_77.514,12.936,77.514,2,1.02085,1.4167,2,2,7,BUS (BMTC/KSRTC),0,Byatarayanapura,0.0833,0.0562,4862,Low
12.958_77.56,12.958,77.56,6,1.3333,1.3333,1,1,1,PRIVATE BUS,1,Chamarajpet,0.0417,0.0561,4863,Low
12.923_77.561,12.923,77.561,6,1.3333,1.3333,1,1,3,TEMPO,1,Banashankari,0.0417,0.0561,4864,Low
13.054_77.59,13.054,77.59,9,1.0,1.25,2,2,8,CAR,0,Kodigehalli,0.0833,0.0561,4865,Low
13.194_77.697,13.194,77.697,4,0.6875,1.25,3,3,2,CAR,0,Devanahalli Airport,0.125,0.0561,4866,Low
12.879_77.672,12.879,77.672,4,0.6875,1.0625,3,3,3,SCOOTER,0,Electronic City,0.125,0.0561,4867,Low
12.997_77.555,12.997,77.555,14,0.6643142857142857,1.1333,3,2,5,SCOOTER,1,Rajajinagar,0.125,0.0561,4868,Low
12.957_77.55,12.957,77.55,5,1.3333,1.3333,1,1,4,CAR,1,Byatarayanapura,0.0417,0.056,4869,Low
13.003_77.596,13.003,77.596,7,0.6785714285714286,1.0,3,2,1,CAR,0,R.T. Nagar,0.125,0.056,4870,Low
13.0_77.552,13.0,77.552,4,1.3333,1.3333,1,1,3,CAR,1,Malleshwaram,0.0417,0.056,4871,Low
12.966000000000001_77.637,12.966000000000001,77.637,2,1.0150000000000001,1.53,2,2,4,CAR,0,Jeevanbheemanagar,0.0833,0.056,4872,Low
12.936_77.605,12.936,77.605,4,1.3333,1.3333,1,1,3,CAR,1,Mico Layout,0.0417,0.056,4873,Low
13.035_77.516,13.035,77.516,5,1.00834,1.7,2,2,6,CAR,0,Peenya,0.0833,0.056,4874,Low
12.98_77.724,12.98,77.724,3,1.3333333333333333,2.0,1,1,7,CAR,0,Mahadevapura,0.0417,0.0559,4875,Low
12.907_77.602,12.907,77.602,3,1.3333,1.3333,1,1,7,SCOOTER,1,Mico Layout,0.0417,0.0559,4876,Low
12.974_77.563,12.974,77.563,3,1.3333,1.3333,1,1,4,CAR,1,Magadi Road,0.0417,0.0559,4877,Low
12.957_77.556,12.957,77.556,3,1.3333,1.3333,1,1,7,SCOOTER,1,Chamarajpet,0.0417,0.0559,4878,Low
12.903_77.632,12.903,77.632,7,1.0,1.0,2,2,3,LGV,0,HSR Layout,0.0833,0.0559,4879,Low
12.997_77.541,12.997,77.541,2,1.3333,1.3333,1,1,7,MOTOR CYCLE,1,Vijayanagara,0.0417,0.0558,4880,Low
12.969_77.616,12.969,77.616,2,1.3333,1.3333,1,1,4,CAR,1,Halasur,0.0417,0.0558,4881,Low
12.995000000000001_77.652,12.995000000000001,77.652,2,1.33335,1.6667,1,1,7,CAR,0,Banaswadi,0.0417,0.0558,4882,Low
12.909_77.565,12.909,77.565,2,1.3333,1.3333,1,1,2,CAR,1,K.S. Layout,0.0417,0.0558,4883,Low
12.975_77.596,12.975,77.596,2,1.3333,1.3333,1,1,3,OTHERS,1,Cubbon Park,0.0417,0.0558,4884,Low
13.031_77.581,13.031,77.581,4,1.328125,2.125,1,1,10,CAR,0,Kodigehalli,0.0417,0.0558,4885,Low
12.924_77.575,12.924,77.575,2,1.3333,1.3333,1,1,2,CAR,1,Banashankari,0.0417,0.0558,4886,Low
12.963000000000001_77.59400000000001,12.963000000000001,77.59400000000001,2,1.3333,1.3333,1,1,3,LORRY/GOODS VEHICLE,1,Halasuru Gate,0.0417,0.0558,4887,Low
12.939_77.534,12.939,77.534,12,0.662575,1.53,3,2,13,MOTOR CYCLE,0,Banashankari,0.125,0.0558,4888,Low
12.91_77.482,12.91,77.482,6,1.0,2.5,2,2,3,CAR,0,Kengeri,0.0833,0.0558,4889,Low
12.993_77.538,12.993,77.538,1,1.3333,1.3333,1,1,2,CAR,1,Vijayanagara,0.0417,0.0557,4890,Low
12.991_77.587,12.991,77.587,1,1.3333,1.3333,1,1,5,CAR,1,High ground,0.0417,0.0557,4891,Low
